"","group","score","gr2"
"1","Group1",34.3188009393057,"high"
"2","Group1",40.1137761391612,"high"
"3","Group1",93.3872658973053,"high"
"4","Group1",46.2359685385036,"high"
"5","Group1",47.5377562684216,"high"
"6","Group1",100.54595385302,"high"
"7","Group1",55.5997754332466,"high"
"8","Group1",24.602810489916,"high"
"9","Group1",32.3299866949476,"high"
"10","Group1",36.2315071775191,"high"
"11","Group1",79.7330260288525,"high"
"12","Group1",53.0068074103503,"high"
"13","Group1",54.0423467867286,"high"
"14","Group1",47.1217939990781,"high"
"15","Group1",34.3940158155464,"high"
"16","Group1",104.017021764192,"high"
"17","Group1",56.578338540213,"high"
"18","Group1",17.662772701015,"high"
"19","Group1",62.2873428416244,"high"
"20","Group1",35.7701476431841,"high"
"21","Group1",27.0052661923405,"high"
"22","Group1",40.3456701279319,"high"
"23","Group1",27.5440489308235,"high"
"24","Group1",31.6943065584492,"high"
"25","Group1",33.28792524495,"high"
"26","Group1",20.1597857826458,"high"
"27","Group1",66.4337813901285,"high"
"28","Group1",48.0817041999271,"high"
"29","Group1",26.12302935237,"high"
"30","Group1",80.8608061453869,"high"
"31","Group1",54.7022427107935,"high"
"32","Group1",38.9027580093861,"high"
"33","Group1",68.2577745474849,"high"
"34","Group1",67.7120777528653,"high"
"35","Group1",65.9271469635845,"high"
"36","Group1",61.914327422901,"high"
"37","Group1",58.0968388552561,"high"
"38","Group1",43.4323836934924,"high"
"39","Group1",38.7031256999592,"high"
"40","Group1",37.3646123139313,"high"
"41","Group1",32.2102602133913,"high"
"42","Group1",40.5378098363803,"high"
"43","Group1",24.5989161045285,"high"
"44","Group1",124.589486611246,"high"
"45","Group1",79.1281900953359,"high"
"46","Group1",26.3091392981708,"high"
"47","Group1",36.9710878728752,"high"
"48","Group1",35.8739797457284,"high"
"49","Group1",64.6437689614248,"high"
"50","Group1",42.9943748431621,"high"
"51","Group1",50.4061914415095,"high"
"52","Group1",44.1223427608888,"high"
"53","Group1",43.8248080985604,"high"
"54","Group1",85.366399233488,"high"
"55","Group1",40.1973618324216,"high"
"56","Group1",91.5424424348982,"high"
"57","Group1",21.5171491923857,"high"
"58","Group1",58.945394469483,"high"
"59","Group1",47.4158986742239,"high"
"60","Group1",49.5240230020272,"high"
"61","Group1",53.5055616548577,"high"
"62","Group1",35.2746054169155,"high"
"63","Group1",38.2082126600374,"high"
"64","Group1",27.6408803705817,"high"
"65","Group1",26.9547008558693,"high"
"66","Group1",51.6160313899503,"high"
"67","Group1",55.2670500445809,"high"
"68","Group1",45.8552366546554,"high"
"69","Group1",69.138559988818,"high"
"70","Group1",117.786271554047,"high"
"71","Group1",35.4632720410933,"high"
"72","Group1",15.0239314138738,"high"
"73","Group1",71.9191610611819,"high"
"74","Group1",31.9904831785958,"high"
"75","Group1",32.3123406034769,"high"
"76","Group1",72.5961128987749,"high"
"77","Group1",39.09247329642,"high"
"78","Group1",25.1236016547968,"high"
"79","Group1",48.7202862773674,"high"
"80","Group1",41.8813921560077,"high"
"81","Group1",44.8432968428972,"high"
"82","Group1",53.6483259694524,"high"
"83","Group1",37.5381809794053,"high"
"84","Group1",60.6331814722501,"high"
"85","Group1",40.2978302433691,"high"
"86","Group1",52.3095332783581,"high"
"87","Group1",75.0816989723424,"high"
"88","Group1",54.9279638632333,"high"
"89","Group1",38.3397581828219,"high"
"90","Group1",76.9476874996582,"high"
"91","Group1",71.5047087092281,"high"
"92","Group1",57.9455272696911,"high"
"93","Group1",50.0600607916902,"high"
"94","Group1",33.2428764164825,"high"
"95","Group1",85.0464197991153,"high"
"96","Group1",33.679864612908,"high"
"97","Group1",125.675750256106,"high"
"98","Group1",92.2430509561792,"high"
"99","Group1",40.0092598177497,"high"
"100","Group1",27.5386308910883,"high"
"101","Group1",31.9722666772113,"high"
"102","Group1",50.491153518114,"high"
"103","Group1",39.8020628304824,"high"
"104","Group1",37.9503529417841,"high"
"105","Group1",28.5291097021636,"high"
"106","Group1",43.7801711053775,"high"
"107","Group1",30.8666861996722,"high"
"108","Group1",20.3391500991039,"high"
"109","Group1",37.368927726807,"high"
"110","Group1",69.0318171299775,"high"
"111","Group1",34.0785588312761,"high"
"112","Group1",59.5991825480706,"high"
"113","Group1",20.8258420061431,"high"
"114","Group1",43.5628545818082,"high"
"115","Group1",57.1574181043851,"high"
"116","Group1",51.5581488169181,"high"
"117","Group1",47.0104833669139,"high"
"118","Group1",33.0424817630245,"high"
"119","Group1",29.9361647520051,"high"
"120","Group1",27.5684644491369,"high"
"121","Group1",47.2770612492531,"high"
"122","Group1",28.5850108028188,"high"
"123","Group1",35.471208804747,"high"
"124","Group1",39.6257125282625,"high"
"125","Group1",106.853218655546,"high"
"126","Group1",32.8674452296914,"low"
"127","Group1",49.9810188289147,"low"
"128","Group1",46.3990243732012,"low"
"129","Group1",28.3914684571121,"low"
"130","Group1",43.2400290326632,"low"
"131","Group1",88.4846609659702,"low"
"132","Group1",55.3531209140642,"low"
"133","Group1",45.600964492209,"low"
"134","Group1",36.6301572211257,"low"
"135","Group1",16.9545598337779,"low"
"136","Group1",76.3152757911793,"low"
"137","Group1",22.4316523115612,"low"
"138","Group1",63.4332500660006,"low"
"139","Group1",110.197582805524,"low"
"140","Group1",22.6098110327215,"low"
"141","Group1",62.2999500711489,"low"
"142","Group1",39.51159563037,"low"
"143","Group1",21.2807014925024,"low"
"144","Group1",21.8664045943786,"low"
"145","Group1",20.987277224188,"low"
"146","Group1",34.8015254579435,"low"
"147","Group1",22.4198351256561,"low"
"148","Group1",61.8931712881372,"low"
"149","Group1",120.602765841399,"low"
"150","Group1",24.3488065919675,"low"
"151","Group1",64.8815875993739,"low"
"152","Group1",64.3110818693189,"low"
"153","Group1",52.3199277149239,"low"
"154","Group1",27.7743672610319,"low"
"155","Group1",42.2677388699806,"low"
"156","Group1",39.173397353451,"low"
"157","Group1",58.3463401739408,"low"
"158","Group1",37.5066533299491,"low"
"159","Group1",70.9485260221683,"low"
"160","Group1",37.4687200100987,"low"
"161","Group1",73.5328200086954,"low"
"162","Group1",27.2441885059781,"low"
"163","Group1",24.6598935007318,"low"
"164","Group1",206.738773122851,"low"
"165","Group1",36.7278652907999,"low"
"166","Group1",51.4869406704045,"low"
"167","Group1",60.409989191199,"low"
"168","Group1",35.5849425410014,"low"
"169","Group1",57.0887399283625,"low"
"170","Group1",53.2364313335906,"low"
"171","Group1",40.3951459894612,"low"
"172","Group1",46.1222002080008,"low"
"173","Group1",44.0074314250384,"low"
"174","Group1",122.228333966155,"low"
"175","Group1",31.5085313479518,"low"
"176","Group1",26.6482562314724,"low"
"177","Group1",45.526826300819,"low"
"178","Group1",51.7858192397788,"low"
"179","Group1",54.9627953482772,"low"
"180","Group1",36.0147393350536,"low"
"181","Group1",27.0627016629937,"low"
"182","Group1",81.2195158837432,"low"
"183","Group1",37.9125853893558,"low"
"184","Group1",29.7134449239173,"low"
"185","Group1",39.9983144789999,"low"
"186","Group1",40.7440223217786,"low"
"187","Group1",75.5470909658769,"low"
"188","Group1",46.5477884502426,"low"
"189","Group1",63.8573510007169,"low"
"190","Group1",35.3251545509101,"low"
"191","Group1",49.4890315924089,"low"
"192","Group1",38.3623251780107,"low"
"193","Group1",46.764794500671,"low"
"194","Group1",29.2974017826541,"low"
"195","Group1",24.0769234458956,"low"
"196","Group1",114.880946073685,"low"
"197","Group1",59.3952644816385,"low"
"198","Group1",24.7635980473493,"low"
"199","Group1",33.5067941824705,"low"
"200","Group1",25.545298436069,"low"
"201","Group1",126.358974611493,"low"
"202","Group1",83.1303473396101,"low"
"203","Group1",39.4566189955508,"low"
"204","Group1",57.8032865284264,"low"
"205","Group1",36.7715711642887,"low"
"206","Group1",35.7118074651748,"low"
"207","Group1",30.8128080048024,"low"
"208","Group1",33.7697520696155,"low"
"209","Group1",97.5444429747595,"low"
"210","Group1",43.5944297759315,"low"
"211","Group1",47.3127767816578,"low"
"212","Group1",50.1773873964564,"low"
"213","Group1",80.0498112353283,"low"
"214","Group1",35.046390337679,"low"
"215","Group1",27.9833581149325,"low"
"216","Group1",98.6934088980416,"low"
"217","Group1",36.3085855055363,"low"
"218","Group1",31.7816411633962,"low"
"219","Group1",24.9396681693915,"low"
"220","Group1",24.3754452351553,"low"
"221","Group1",34.1006764145685,"low"
"222","Group1",59.8819916333148,"low"
"223","Group1",75.5445161654682,"low"
"224","Group1",62.4709926138279,"low"
"225","Group1",37.6625612733876,"low"
"226","Group1",46.0015894261986,"low"
"227","Group1",32.0601376268302,"low"
"228","Group1",31.8695558852212,"low"
"229","Group1",67.920851293158,"low"
"230","Group1",27.6798543572573,"low"
"231","Group1",112.628457518034,"low"
"232","Group1",42.8534431041285,"low"
"233","Group1",49.4912178508835,"low"
"234","Group1",31.5503592509193,"low"
"235","Group1",34.0939886517075,"low"
"236","Group1",24.0063455092452,"low"
"237","Group1",41.0192226441705,"low"
"238","Group1",54.5092516790862,"low"
"239","Group1",52.1250871291683,"low"
"240","Group1",30.9158332560531,"low"
"241","Group1",30.8125295179848,"low"
"242","Group1",35.2766839390215,"low"
"243","Group1",90.6640989429803,"low"
"244","Group1",26.1333145132868,"low"
"245","Group1",41.0943526697908,"low"
"246","Group1",109.847197919266,"low"
"247","Group1",42.6382884717975,"low"
"248","Group1",23.5255882245473,"low"
"249","Group1",32.669011256904,"low"
"250","Group1",56.248150895377,"low"
"251","Group2",40.6099282082557,"high"
"252","Group2",35.9530909112554,"high"
"253","Group2",41.4020691467885,"high"
"254","Group2",52.2624161784805,"high"
"255","Group2",89.9627192786457,"high"
"256","Group2",47.7858721965279,"high"
"257","Group2",77.0199874037879,"high"
"258","Group2",65.7688528912642,"high"
"259","Group2",47.1590026123465,"high"
"260","Group2",11.677449927735,"high"
"261","Group2",36.972067061187,"high"
"262","Group2",37.7532386715381,"high"
"263","Group2",51.1788608190382,"high"
"264","Group2",82.5049669416705,"high"
"265","Group2",107.326974345777,"high"
"266","Group2",88.6895264745942,"high"
"267","Group2",46.6712258917764,"high"
"268","Group2",6.08681511105906,"high"
"269","Group2",40.2805033982064,"high"
"270","Group2",52.2301805768324,"high"
"271","Group2",71.1253251016859,"high"
"272","Group2",74.0631992121068,"high"
"273","Group2",67.1077357354116,"high"
"274","Group2",15.1181412550133,"high"
"275","Group2",71.2410761408339,"high"
"276","Group2",38.8360695893194,"high"
"277","Group2",54.3700675040314,"high"
"278","Group2",51.8637794293434,"high"
"279","Group2",60.7041691242626,"high"
"280","Group2",50.6168745706535,"high"
"281","Group2",8.31312256035843,"high"
"282","Group2",68.4123991193361,"high"
"283","Group2",59.6506642087419,"high"
"284","Group2",43.3587093680444,"high"
"285","Group2",52.953612776167,"high"
"286","Group2",53.3509661342116,"high"
"287","Group2",55.525486714025,"high"
"288","Group2",91.0211541494372,"high"
"289","Group2",44.5237405266631,"high"
"290","Group2",54.2016345971164,"high"
"291","Group2",79.2095968267273,"high"
"292","Group2",76.354525584423,"high"
"293","Group2",78.6315777595089,"high"
"294","Group2",35.5632999735111,"high"
"295","Group2",100.062068257321,"high"
"296","Group2",51.6675217732546,"high"
"297","Group2",96.6712961176716,"high"
"298","Group2",16.2274328492322,"high"
"299","Group2",50.5245896588559,"high"
"300","Group2",81.2478642742304,"high"
"301","Group2",32.1189453194301,"high"
"302","Group2",31.1827757945564,"high"
"303","Group2",26.5365324098277,"high"
"304","Group2",23.6871680165316,"high"
"305","Group2",39.07101167049,"high"
"306","Group2",58.2794793239745,"high"
"307","Group2",-0.355262448018003,"high"
"308","Group2",55.2995108343073,"high"
"309","Group2",80.9168761604143,"high"
"310","Group2",100.939350456011,"high"
"311","Group2",82.5293998050147,"high"
"312","Group2",68.919369094899,"high"
"313","Group2",6.83174002214175,"high"
"314","Group2",34.9623322998305,"high"
"315","Group2",41.1988385854346,"high"
"316","Group2",67.5880975689224,"high"
"317","Group2",47.3582166499056,"high"
"318","Group2",18.5337842984957,"high"
"319","Group2",92.1108927023529,"high"
"320","Group2",72.7847822948991,"high"
"321","Group2",55.9357568122756,"high"
"322","Group2",80.4527152581453,"high"
"323","Group2",16.5306428191257,"high"
"324","Group2",66.520507444745,"high"
"325","Group2",36.9271905921645,"high"
"326","Group2",67.0936380462678,"high"
"327","Group2",48.4794511334981,"high"
"328","Group2",65.8240178257863,"high"
"329","Group2",83.3879403764848,"high"
"330","Group2",50.1822522579225,"high"
"331","Group2",75.4389659238023,"high"
"332","Group2",20.2891491213005,"high"
"333","Group2",31.9598889890996,"high"
"334","Group2",87.9804427847045,"high"
"335","Group2",59.4346993255982,"high"
"336","Group2",-1.30557051084325,"high"
"337","Group2",15.8990636979406,"high"
"338","Group2",44.980474610272,"high"
"339","Group2",71.6444851083622,"high"
"340","Group2",47.4529186071194,"high"
"341","Group2",65.6046868005163,"high"
"342","Group2",73.9751344446956,"high"
"343","Group2",91.7763707215735,"high"
"344","Group2",51.4004183318741,"high"
"345","Group2",48.7004523454775,"high"
"346","Group2",6.16906602144326,"high"
"347","Group2",52.4831898521957,"high"
"348","Group2",35.7037485526109,"high"
"349","Group2",25.6497604298977,"high"
"350","Group2",45.5023442238115,"high"
"351","Group2",75.3735793185914,"high"
"352","Group2",0.181287782785439,"high"
"353","Group2",39.3180178198643,"high"
"354","Group2",52.9159320895677,"high"
"355","Group2",27.6698107486262,"high"
"356","Group2",58.3475735624806,"high"
"357","Group2",60.2857480153933,"high"
"358","Group2",49.1740960181002,"high"
"359","Group2",-11.6474548440007,"high"
"360","Group2",114.286453646666,"high"
"361","Group2",44.867518563295,"high"
"362","Group2",66.2798320396918,"high"
"363","Group2",56.8441622759137,"high"
"364","Group2",75.6168308704588,"high"
"365","Group2",70.4414861593522,"high"
"366","Group2",44.7551707192873,"high"
"367","Group2",59.4541943052127,"high"
"368","Group2",26.3647792219027,"high"
"369","Group2",71.423075272483,"high"
"370","Group2",38.4740415278911,"high"
"371","Group2",110.419333844705,"high"
"372","Group2",8.72377760779532,"high"
"373","Group2",38.4003189258496,"high"
"374","Group2",70.6344965689811,"high"
"375","Group2",62.7533136719666,"high"
"376","Group2",35.262974037125,"low"
"377","Group2",25.0804814448119,"low"
"378","Group2",53.6118926177674,"low"
"379","Group2",49.6423146708272,"low"
"380","Group2",5.24296906839849,"low"
"381","Group2",50.8637766783463,"low"
"382","Group2",54.7557578923114,"low"
"383","Group2",54.368159924546,"low"
"384","Group2",23.624573934933,"low"
"385","Group2",61.9033319575657,"low"
"386","Group2",84.464253423981,"low"
"387","Group2",61.4059100794953,"low"
"388","Group2",21.6102882406414,"low"
"389","Group2",39.1088632577024,"low"
"390","Group2",58.6525904888402,"low"
"391","Group2",33.8238592170433,"low"
"392","Group2",-3.94115837538192,"low"
"393","Group2",72.1062705007052,"low"
"394","Group2",29.263059709387,"low"
"395","Group2",35.6609932307929,"low"
"396","Group2",87.5975152251134,"low"
"397","Group2",30.6463767598649,"low"
"398","Group2",71.1432885047324,"low"
"399","Group2",18.4829280295306,"low"
"400","Group2",41.1364399231506,"low"
"401","Group2",48.161099521588,"low"
"402","Group2",20.7837143893911,"low"
"403","Group2",34.1312933772773,"low"
"404","Group2",49.2789611767921,"low"
"405","Group2",66.7673992183483,"low"
"406","Group2",8.73633641437227,"low"
"407","Group2",41.2561440197183,"low"
"408","Group2",68.9101609636371,"low"
"409","Group2",36.5297710005602,"low"
"410","Group2",55.6822980418236,"low"
"411","Group2",62.3057142516108,"low"
"412","Group2",56.6958753832921,"low"
"413","Group2",66.3314419867845,"low"
"414","Group2",46.9322834755655,"low"
"415","Group2",39.658087160197,"low"
"416","Group2",-16.0787238007245,"low"
"417","Group2",47.6764745380132,"low"
"418","Group2",60.7571174089997,"low"
"419","Group2",63.3849710217037,"low"
"420","Group2",36.1180412171687,"low"
"421","Group2",94.4875727443787,"low"
"422","Group2",57.1606104907206,"low"
"423","Group2",53.1578964614721,"low"
"424","Group2",81.806669486713,"low"
"425","Group2",32.0383444670185,"low"
"426","Group2",38.7415344018822,"low"
"427","Group2",109.936312001244,"low"
"428","Group2",50.2782296805222,"low"
"429","Group2",90.8392105352077,"low"
"430","Group2",14.0373338771369,"low"
"431","Group2",45.2370799489275,"low"
"432","Group2",59.4605975909208,"low"
"433","Group2",57.5009636301449,"low"
"434","Group2",24.8590935122291,"low"
"435","Group2",50.4814818656343,"low"
"436","Group2",23.0644836722005,"low"
"437","Group2",67.8175831311071,"low"
"438","Group2",77.1193772465162,"low"
"439","Group2",-5.62469241218532,"low"
"440","Group2",80.8923365575036,"low"
"441","Group2",18.9738875797877,"low"
"442","Group2",61.3692317245658,"low"
"443","Group2",66.4975659535652,"low"
"444","Group2",45.0027542974642,"low"
"445","Group2",33.8721510785052,"low"
"446","Group2",54.1330255310513,"low"
"447","Group2",60.9704675178613,"low"
"448","Group2",72.0825704987176,"low"
"449","Group2",-1.30842459754882,"low"
"450","Group2",9.09051829852439,"low"
"451","Group2",85.7600585297046,"low"
"452","Group2",76.1657211777887,"low"
"453","Group2",60.8822237226921,"low"
"454","Group2",67.8794601777765,"low"
"455","Group2",72.9293729410251,"low"
"456","Group2",-16.523069961642,"low"
"457","Group2",77.7569274159705,"low"
"458","Group2",37.8753100859419,"low"
"459","Group2",55.76542076578,"low"
"460","Group2",42.6210549779106,"low"
"461","Group2",71.7991238519686,"low"
"462","Group2",41.2881887761097,"low"
"463","Group2",62.9625941472062,"low"
"464","Group2",40.2328755340255,"low"
"465","Group2",22.6803197724624,"low"
"466","Group2",80.2502627610066,"low"
"467","Group2",68.5225002818568,"low"
"468","Group2",93.1065559789113,"low"
"469","Group2",51.6288483144826,"low"
"470","Group2",78.1250686457043,"low"
"471","Group2",99.3854763504769,"low"
"472","Group2",42.9629471240258,"low"
"473","Group2",16.9262221811196,"low"
"474","Group2",44.0162108215471,"low"
"475","Group2",44.6489690003654,"low"
"476","Group2",53.792012612733,"low"
"477","Group2",92.8076244329821,"low"
"478","Group2",41.8464026873663,"low"
"479","Group2",59.3251163951229,"low"
"480","Group2",44.3078983776117,"low"
"481","Group2",50.5112677131258,"low"
"482","Group2",57.8514415876566,"low"
"483","Group2",83.2053674009247,"low"
"484","Group2",53.0329594372695,"low"
"485","Group2",67.8210580007778,"low"
"486","Group2",69.4715007445884,"low"
"487","Group2",72.8693317713909,"low"
"488","Group2",35.6401361953904,"low"
"489","Group2",90.6720303548669,"low"
"490","Group2",40.4760815176497,"low"
"491","Group2",47.3553958087562,"low"
"492","Group2",85.1012566928543,"low"
"493","Group2",82.3520976536395,"low"
"494","Group2",22.750203189719,"low"
"495","Group2",28.1732249895634,"low"
"496","Group2",16.0480235157346,"low"
"497","Group2",54.5461798154958,"low"
"498","Group2",54.1210216979617,"low"
"499","Group2",59.1028671838766,"low"
"500","Group2",63.8039428554639,"low"
